id;timestamp;smallGrantOrRelevant;checked;publicarEnBoletin;publicarEnDbPublica;estatus;daysLeft;nombre;tipo;granArea1;granArea2;area3;area4;area5;area6;area7;link;descripcion;nota;restriccionesParaAplicarElegibilidad;basedOn;entidadOtorgante;scopeGeografico;scopeEconoPolitico;scopeTematico;destinatarios1;destinatarios2;destinatarios3;destinatarios4;duracionDeLosProyectosPeriodoDeFinanciacion;monedaOriginal;montoEnMonedaOriginal;montoMinimoAproxEnUSD;montoMaximoAproxEnUSD;montoTipicoPromedioOtorgadoUSD;periodicidad;dead1;dead2;dead3;dead4;fechaProximoDeadline;fechaDecisionPublicacionDeResultados;aplicarMasDeUnaVez;aim;n;source;keywordsQueried;ofibusubID;mergedDocIDBoletin16Diciembre2023;mergedDocURLBoletin16Diciembre2023;linkToMergedDocBoletin16Diciembre2023;documentMergeStatusBoletin16Diciembre2023;mergedDocIDBoletinMarzo2024;mergedDocURLBoletinMarzo2024;linkToMergedDocBoletinMarzo2024;documentMergeStatusBoletinMarzo2024;Merged Doc ID - BOLETIN MARZO 2024;Merged Doc URL - BOLETIN MARZO 2024;Link to merged Doc - BOLETIN MARZO 2024;Document Merge Status - BOLETIN MARZO 2024
1077;;FALSE;FALSE;;;Vencido;-351;Distance Learning Masters Scholarships;;;;;;;;;https://www.ed.ac.uk/student-funding/postgraduate/e-learning/online-masters;The University of Edinburgh offers Masters scholarships for distance learning Masters programs offered by the University. Thematic areas include agriculture, veterinary medicine, and engineering, among others. Each scholarship will cover full tuition fees for three years. Individuals must be nationals of developing countries listed in the announcement. The scholarship deadline is 01 June 2020.;;;Scotland;University of Edinburgh;;;;;;;;;;;;;;;1-jun-20;;;;1-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85101;;OABS9490472;;;;;;;;;;;;
1078;26/11/2020;FALSE;FALSE;;;Vencido;-351;Environment Fund: Tropical Rainforests;;;;;;;;;http://www.waterloofoundation.org.uk/EnvironmentTropicalRainforests.html;The Waterloo Foundation manages an Environment Fund that supports projects to manage and conserve tropical rainforests. Applications are invited from UK charities in partnerships with local organizations in the developing world, and from non-UK organizations that can provide suitable references in the UK. The majority of grants range from £50 thousand to £100 thousand for projects of up to three years. Application deadlines are 01 June and 01 December 2020.;;;UK;Waterloo Foundation;;;;;;;;;;;;;;;1-jun-20;1-dic-20;;;1-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85514;;OABS5662228;;;;;;;;;;;;
1079;26/11/2020;FALSE;FALSE;;;Vencido;-351;Fellowship Program in Freshwater Science;Fellowships scholarships or trainings;;;;;;;;https://www.igb-berlin.de/en/fellowship-programme;The Leibniz-Institute of Freshwater Ecology and Inland Fisheries (IGB) in Germany invites scientists from all countries and at different career stages to apply for a research visit. The program offers fellowships for PhD students, postdocs, and senior scientists for periods of 6-24 months. The fellowships provide resources to cover basic living expenses that amount €1,828/month at the postdoctoral level, and €2,600/month at the senior scientist level. The fellowship does not include health insurance (which is mandatory in Germany), nor contributions to pension schemes. IGB is determined to increase the proportion of women in science, and particularly encourages female scientists to apply. The application deadlines are 01 June and 01 December of each year.;;;Germany;Leibniz-Institute of Freshwater Ecology and Inland Fisheries;;;;;;;;;;;;;;semiannual;1-jun-20;1-dic-20;;;1-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85507;;OABS9046655;;;;;;;;;;;;
1080;8/4/2021;TRUE;TRUE;;;Vencido;-351;Fondo para la Conservación de la Vida Silvestre del Zoológico de Fresno Chaffee 2021;Programs and projects;Conservation;;;;;;;https://www.fresnochaffeezoo.org/wildlife-conservation-fund/;apoyar proyectos de investigación críticos que protegen y preservan la vida silvestre y los lugares silvestres en todo el mundo.;;;;;;;;El investigador principal debe estar asociado con una institución reconocida (zoológico acreditado, institución académica, conservación u organización sin fines de lucro).;;;;;USD;3000;10000;;;;1-jun-20;;;;1-jun-23;;;;FALSE;;;;;;;;;;;;;;;
1081;8/4/2021;TRUE;TRUE;;;Vencido;-351;Fundación Spencer: pequeña beca de investigación sobre educación;Fellowships scholarships or trainings;Education;Human and Social Sciences;;;;;;https://www.spencer.org/grant_types/small-research-grant;espaldar una investigación rigurosa, intelectualmente ambiciosa y técnicamente sólida que sea relevante para las preguntas más urgentes y las oportunidades convincentes en la educación.;;;;;;;;;;;;;usd;50000;;;;;1-jun-20;;;;1-jun-23;;;;FALSE;;;;;;;;;;;;;;;
1082;2/3/2021;FALSE;TRUE;;;Vencido;-351;Grants for Wildlife Conservation - Fresno Chaffee Zoo;Research and publications;Agricultural and Biological Sciences;Biodiversity and Wildlife Conservation;Endangered species or habitats;;;;;https://www.fresnochaffeezoo.org/wildlife-conservation-fund/;The Fresno Chaffee Zoo Wildlife Conservation Fund makes grants for wildlife conservation and research that focuses on rare, threatened, and endangered animals and their habitats. The priority is for in-situ conservation projects. Most grants range from US$2 thousand to US$4 thousand. The principal investigator must be associated with a recognized institution (accredited zoo, academic institution, conservation or non-profit organization). The deadline for applications is 01 June 2020.;;;USA;Fresno Chaffee Zoo;;;;Individuals;;;;;;;;;;;1-jun-20;;;;1-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85704;biodiversity, conservation, wildlife, research, education, training, worldwide;OABS5381828;;;;;;;;;;;;
1083;;FALSE;FALSE;;;Vencido;-351;Improving the Health of our Oceans;;;;;;;;;https://11thhourracing.org/apply/;11th Hour Racing is committed to mobilizing the sailing and marine communities to improve the health of our oceans. For that reason, 11th Hour Racing seeks innovative projects that address dynamic environmental challenges in one or more of the program’s focus areas: reduce ocean pollution, advance clean technologies and best practices, and foster ocean stewardship. Applications from non-profit organizations from all around the world are welcome. Grants range from $10 thousand to $100 thousand for one year, with an average grant size of US$25 thousand. There are two grant cycles each year with the following application deadlines: 15 January and 01 June 2020.;;;USA;11th Hour Racing;;;;;;;;;;;;;;;1-jun-20;;;;1-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85521;;OABS4062163;;;;;;;;;;;;
1084;;FALSE;FALSE;;;Vencido;-351;Marine and Ocean Conservation 2020;;;;;;;;;http://pmangellfamfound.org/for-applicants/what-we-fund/;"The Paul M. Angell Family Foundation makes grants in thematic areas that include marine and ocean conservation. The Foundation is interested in marine protected areas; sustainable fisheries; conserving sharks and rays; conservation of coral reefs; and limiting plastics pollution. Eligibility extends to U.S. nonprofit organizations that have 501(c)3 registration and international conservation organizations. The deadlines for letters of inquiry in 2020 are 02 December 2019 and 01 June 2020.";;;USA;Paul M. Angell Family Foundation;;;;;;;;;;;;;;;1-jun-20;;;;1-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85520;;OABS8457977;;;;;;;;;;;;
1085;;FALSE;FALSE;;;Vencido;-351;PhD in Chemical and Biological Sciences;;;;;;;;;https://twas.org/opportunity/twas-iccbs-postgraduate-fellowship-programme;The TWAS-ICCBS Postgraduate Fellowship program offers fellowships to young scientists from developing countries who wish to pursue research towards a PhD in chemical and biological sciences (including agricultural sciences). The Fellowship is granted for maximum 12 months. ICCBS will provide a monthly stipend to cover living costs, such as food, accommodation, and local transportation. Applicants must hold a Master's degree in a field of natural sciences and may not be older than 35 years. Submissions are due by 01 June 2020.;;;International;World Academy of Sciences;;;;;;;;;;;;;;;1-jun-20;;;;1-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85615;;OABS4029358;;;;;;;;;;;;
1086;;FALSE;FALSE;;;Vencido;-351;ROSES 2020: Cryospheric Science;Contract tender or cooperative agreement;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300128989;;;;;National Aeronautics and Space Administration;;;;Local or State Governments;;;Non-profit Organizations;;;Not specified;;;;;1-jun-20;;;;1-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/NASA;;OABS9419211;;;;;;;;;;;;
1087;17/6/2020;TRUE;TRUE;;;Vencido;-351;Sophie Danforth Conservation Biology Fund;Programs and projects;Agricultural and Biological Sciences;Biodiversity and Wildlife Conservation;Endangered species or habitats;Ecosystem conservation;Conservation Biology;Practical appications;;http://www.rwpzoo.org/danforth-conservation-grants;"The Sophie Danforth Conservation Biology Fund makes grants of up to US$1 thousand to protect threatened wildlife and habitats worldwide. Priority is for projects that demonstrate a multi-disciplinary approach to ecosystem conservation, and that involve in-country collaborators. Projects must directly affect biological conservation. Applicants can be of any nationality but must be associated with an organization (non-profit, university, etc.) through which they can receive funding. The application deadline is 01 June 2020. The Sophie Danforth Conservation Biology Fund (SDCBF), established by Roger Williams Park Zoo and the Rhode Island Zoological Society in 1989, supports conservation programs that protect threatened wildlife and habitats worldwide.

";;;USA;Roger Williams Park Zoo;;;;Individuals;;;;;;;;;;;1-jun-20;;;;1-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85100;biodiversity, conservation, wildlife, research, education, training, worldwide;OABS3663497;;;;;;;;;;;;
1088;2/3/2021;FALSE;FALSE;;;Vencido;-351;Western Balkans Grant Program;;;;;;;;;https://www.visegradfund.org/apply/grants/visegrad-plus-grants/?c=conditions;"The International Visegrad Fund calls for grant projects that will facilitate the transfer of know-how between non-governmental and civil society organizations in Visegrad countries (Poland, Czech Republic, Slovakia, and Hungary) and the Western Balkans (Albania, Bosnia and Herzegovina, Kosovo, Macedonia, Montenegro, and Serbia). Thematic areas include environment and sustainable development, among others. The program is open to any legal entity or natural person worldwide, with preference for projects submitted by non-profit and non-governmental organizations; public educational, cultural, and research institutions; and municipalities and local governments. Proposals are accepted three times per year by 01 February, 01 June and 01 October.";;;International;Visegrad Fund;;;;;;;;;;;;;;;1-jun-20;1-oct-20;;;1-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85150;;OABS9431537;;;;;;;;;;;;
1089;3/6/2021;TRUE;TRUE;;;Vencido;-348;Premio Tyler al logro medioambiental 2021;Prizes and Awards;Environmental sciences;Conservation;Sustainable Development;;;;;https://tylerprize.org/nominate/nomination-procedure/;premio internacional que reconociera a quienes trabajan para preservar y mejorar su mundo e inspirar a otros a comprender la importancia del medio ambiente .;política ambiental, la salud, la contaminación del aire y el agua , la alteración de los ecosistemas y la pérdida de biodiversidad, y los recursos energéticos.;;;;;;;;;;;;usd;200000;;;;;4-jun-20;;;;4-jun-23;;;;FALSE;;;;;;;;;;;;;;;
1090;;FALSE;FALSE;;;Vencido;-348;Strengthening Cybersecurity Capacities in Georgia;Contract tender or cooperative agreement;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300129620;;;;;Directorate-General for International Cooperation and Development;;;;;;;;;;Total funding 1,300,000 EUR;;;;;4-jun-20;;;;4-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/DG_DEVCO1;;OABS1484781;;;;;;;;;;;;
1091;;FALSE;FALSE;;;Vencido;-347;Orange Social Venture Prize 2020;;;;;;;;;https://startup.orange.com/en/orange-social-venture-prize/;The Orange Social Venture Prize is awarded to entrepreneurs and start-up organizations that make innovative use of technology in agriculture, energy, and other fields of development. The geographical focus is Africa and the Middle East. Prizes range from €10 thousand to €25 thousand, plus professional support for a period of six months. The eligible countries are Botswana, Burkina Faso, Cameroon, Central African Republic, Dem Rep Congo, Ivory Coast, Egypt, Guinea, Guinea Bissau, Jordan, Liberia, Madagascar, Mali, Morocco, Niger, Congo, Senegal, Sierra Leone and Tunisia. The registration deadline is 05 June 2020.;;;France;Orange Telecom;;;;;;;;;;;;;;;5-jun-20;;;;5-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85616;;OABS2277616;;;;;;;;;;;;
1092;6/6/2021;TRUE;TRUE;;;Vencido;-345;Convocatoria del Proyecto Cero 2022;Prizes and Awards;Engineering;Mathematics, Statistics and Computer Sciences;Human and Social Sciences;Strategic Capacity Building;;;;https://call.zeroproject.org/;identificar prácticas y políticas innovadoras de todo el mundo, centradas en permitir la accesibilidad, que les ayude a implementar el artículo 9 de la CDPD de las Naciones Unidas y a lograr un mundo sin barreras.;Buscan nominaciones de la sociedad civil , el sector público, empresas y negocios, y el sector de las tecnologías de la información y la comunicación.;;;;;;;;;;;;;;;;;;7-jun-20;;;;7-jun-23;;;;FALSE;;;;;;;;;;;;;;;
1093;13/4/2021;TRUE;TRUE;;;Vencido;-344;Centros de investigación y formación interdisciplinarias en la formación en investigación de GEOHealth;Programs and projects;Medicine and Health Sciences;Environmental sciences;;;;;;https://www.grants.gov/web/grants/view-opportunity.html?oppId=332398;solicitudes para actividades de capacitación en investigación en centros vinculados de investigación y capacitación interdisciplinarias en salud ambiental y ocupacional global (GEOHealth).;"fortalecer las colaboraciones de investigación relacionadas con el medio ambiente y la salud ocupacional, mejorar la capacitación en investigación, crear planes de estudio educativos avanzados y material de divulgación; respaldar la investigación necesaria para identificar y diseñar estrategias de mitigación de las consecuencias adversas de las exposiciones ambientales y ocupacionales, e informar el desarrollo de políticas de relevancia nacional en los países de ingresos bajos y medianos.";;;;;;;;;;;;USD;;;300.000;;;8-jun-20;;;;8-jun-23;;;;FALSE;;;;;;;;;;;;;;;
1094;31/5/2020;FALSE;FALSE;;;Vencido;-344;Free Short Courses;Education;;;;;;;;https://www.un-ihe.org/short-courses;IHE Delft offers a variety of short and specialized courses which are aimed mid-career professionals and senior experts. Courses focus on water and environmental law, water conflict analysis, water resources planning, and many other water related fields. Fieldwork, excursions and field visits often are a part of a short course. A small number of scholarships are available to deserving candidates. The current deadline for scholarships is 08 March 2020.;;;International;IHE Delft Institute for Water Education;;;;;;;;;;;;;;;8-jun-20;;;;8-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85272;;OABS1188180;;;;;;;;;;;;
1095;29/5/2020;FALSE;FALSE;;;Vencido;-342;Green Alley Award 2020;;;;;;;;;https://green-alley-award.com/apply/;The Green Alley Award is an annual European prize for start-ups and entrepreneurs in the green economy. The award program focuses on business ideas that help build a circular economy and improve the waste and recycling industry. The contest finalists will be invited to Berlin to compete for a cash prize of €25 thousand, working space in Berlin for six months, and opportunities to raise additional funding. The submitted ideas must be relevant for Europe and focus in reducing, reusing, recycling, or transforming waste. The application deadline is 10 June 2020.;;;Germany;Green Alley;;;;;;;;;;;;;;;10-jun-20;;;;10-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85617;;OABS6970775;;;;;;;;;;;;
1096;4/3/2021;TRUE;TRUE;;;Vencido;-342;Working Groups on Conservation/Sustainable Development Topics;Programs and projects;Sustainable Development;Biodiversity and Wildlife Conservation;;;;;;https://snappartnership.net/get-involved/our-open-calls-for-proposals/;In support of the United Nations agenda on sustainable development, the Science for People and Nature Partnership (SNAPP) aims to find solutions for problems at the interface of economic development, nature conservation, and human well-being. SNAPP operates through working groups that represent 200 institutions from more than 30 countries. SNAPP provides up to US$1 million total across 4-6 working groups. Proposals are invited from researchers and practitioners of any nationality affiliated with an academic, governmental, multilateral, or non-profit institution. Individuals operating independently are also eligible to apply. Proposals from low- and middle-income countries are especially welcome. The deadline for proposals is 10 June 2020.;;;USA;Science for People and Nature Partnership;;;;Individuals;;;;;;Up to 250,000 USD;;;;yearly;10-jun-20;;;;10-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85678;biodiversity, conservation, wildlife, research, education, training, worldwide;OABS9592474;;;;;;;;;;;;
1097;29/5/2020;FALSE;FALSE;;;Vencido;-341;Stephen J. Klaine Environmental Education Award;Prizes and Awards;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300107601;;;;;Society of Environmental Toxicology and Chemistry;;;;;;;;;;Up to 1,000 USD;;;;;11-jun-20;;;;11-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/SETAC;;OABS9555338;;;;;;;;;;;;
1098;29/5/2020;FALSE;FALSE;;;Vencido;-339;CHIST-ERA Program: Novel Computational Approaches for Environmental Sustainability;Programs and projects;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/501300247066;;;;;Fonds de recherche du Québec – Nature et technologies;;;;Small and Medium Businesses;;;Early Career and New Faculty Researchers;;;Up to 100,000 EUR with total funding of 16,000,000 EUR;;;;;13-jun-20;;;;13-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/FRQNT;;OABS6914041;;;;;;;;;;;;
1099;;FALSE;FALSE;;;>4 meses;757;Research and Studies for the Office of Net Assessment;Research and publications;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300125440;;;;;U.S. Department of Defense;;;;Commercial Organizations;;;Non-profit Organizations;;;Not specified;;;;;13-jun-23;;;;13-jun-26;;;;FALSE;https://www.mendeley.com/research-funding/U_S_Department_of_Defense;;OABS6085545;;;;;;;;;;;;
1100;;FALSE;FALSE;;;Vencido;-338;CORNERSTONE CONSERVATION GRANT;Research and publications;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300106375;;;;;American Alpine Club;;;;;;;;;;Up to 8,000 USD;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/American_Alpine_Club;;OABS1140580;;;;;;;;;;;;
1101;;FALSE;FALSE;;;Vencido;-338;Industrial Electrochemistry and Electrochemical Engineering Division New Electrochemical Technology (NET) Award;Research and publications;Biochemistry Genetics and Molecular Biology;;;;;;;https://www.mendeley.com/research-funding/opportunities/300105034;;;;;Electrochemical Society;;;;;;;;;;Not specified;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/Electrochemical_Society;;OABS8025724;;;;;;;;;;;;
1102;;FALSE;FALSE;;;Vencido;-338;James River Water Quality Improvement Program (JRWQIP);Programs and projects;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300110462;;;;;Virginia Environmental Endowment;;;;;;;;;;Not specified;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/Virginia_Environmental_Endowment;;OABS3517372;;;;;;;;;;;;
1103;;FALSE;FALSE;;;Vencido;-338;Long-Term Ecological Research New Urban Site Competition;Research and publications;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300119884;;;;;National Science Foundation;;;;Commercial Organizations;;;Local or State Governments;;;Total funding 7,126,200 USD;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/National_Science_Foundation;;OABS1041297;;;;;;;;;;;;
1104;;FALSE;FALSE;;;Vencido;-338;NASGA Scholarship;Fellowships scholarships or trainings;Agricultural and Biological Sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300127779;;;;;Centre for Addiction and Mental Health;;;;Early Career and New Faculty Researchers;;;;;;Up to 1,000 USD;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/Centre_for_Addiction_and_Mental_Health;;OABS3645458;;;;;;;;;;;;
1105;;FALSE;FALSE;;;Vencido;-338;PhD Scholarships;Fellowships scholarships or trainings;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300116778;;;;;Deutsche Bundesstiftung Umwelt;;;;Graduate Students;;;Early Career and New Faculty Researchers;;;Up to 1,500 EUR;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/Deutsche_Bundesstiftung_Umwelt;;OABS6269943;;;;;;;;;;;;
1106;;FALSE;FALSE;;;Vencido;-338;Regional Grant Program;Programs and projects;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300120341;;;;;Idaho Community Foundation;;;;Local or State Governments;;;Non-profit Organizations;;;Up to 5,000 USD;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/Idaho_Community_Foundation;;OABS2197139;;;;;;;;;;;;
1107;;FALSE;FALSE;;;Vencido;-338;The Dr. Norman E. Borlaug Award for Field Research and Application;Prizes and Awards;Agricultural and Biological Sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300036812;;;;;World Food Prize Foundation;;;;;;;;;;Up to 10,000 USD;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/World_Food_Prize_Foundation;;OABS4472204;;;;;;;;;;;;
1108;;FALSE;FALSE;;;Vencido;-338;The Health, Ecosystems and Agriculture for Resilient, Thriving Societies (HEARTH);Contract tender or cooperative agreement;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300124302;;;;;United States Agency for International Development;;;;;;;;;;Up to 10,000,000 USD with total funding of 45,000,000 USD;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/USAID;;OABS8864234;;;;;;;;;;;;
1109;29/5/2020;FALSE;FALSE;;;Vencido;-338;Vetenskapliga fonder;Research and publications;Agricultural and Biological Sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/501300245518;;;;;Sveriges Tandläkarförbund;;;;Graduate Students;;;Early Career and New Faculty Researchers;;;Not specified;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/Sveriges_Tandlakarforbund;;OABS2880983;;;;;;;;;;;;
1110;;FALSE;FALSE;;;Vencido;-338;Virginia Program;Programs and projects;Environmental sciences;;;;;;;https://www.mendeley.com/research-funding/opportunities/300010140;;;;;Virginia Environmental Endowment;;;;Local or State Governments;;;Non-profit Organizations;;;Not specified;;;;;14-jun-20;;;;14-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/Virginia_Environmental_Endowment;;OABS5485661;;;;;;;;;;;;
1111;5/6/2020;FALSE;FALSE;;;Vencido;-337;Borlaug Field Award 2020;Prizes and Awards;Agricultural and Biological Sciences;Food production;Food engineering;Sustainable Development and Conservation;;;;https://www.worldfoodprize.org/en/nominations/norman_borlaug_field_award/;The World Food Prize Foundation invites nominations for the Borlaug Field Award. The Award (US$10 thousand) recognizes science-based achievement in international agriculture and food production by an individual under age 40 in the challenge to eliminate global hunger and poverty. The deadline for nominations is 15 June 2020.;;;USA;World Food Prize Foundation;;;;;;;;;;;;;;;15-jun-20;;;;15-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85509;;OABS3725091;;;;;;;;;;;;
1112;;FALSE;FALSE;;;Vencido;-337;Fellowship Program 2020;;;;;;;;;https://www.icwa.org/apply/;The Institute of Current World Affairs (ICWA) makes grants to support Fellows who carry out self-designed independent studies for a minimum of two years in the developing world. Fellows must hold the promise of enriching public life in the United States by enhancing the understanding of foreign countries, cultures and trends, therefore candidates must show strong and credible ties to U.S. society. Candidates who seek fellowships may reside in any developing country. Applications for December 2020 appointment are due 15 June 2020.;;;USA;Institute of Current World Affairs;;;;;;;;;;;;;;;15-jun-20;;;;15-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85513;;OABS5882229;;;;;;;;;;;;
1113;;FALSE;FALSE;;;Vencido;-337;Health, Ecosystems and Agriculture for Resilient, Thriving Societies;;;;;;;;;https://www.grants.gov/web/grants/view-opportunity.html?oppId=322830;"The Office of Forestry and Biodiversity in USAID’s Bureau for Economic Growth, Education and Environment seeks transformational solutions to cross-sectoral development challenges in biodiverse landscapes. Sectors that may comprise HEARTH concepts are: biodiversity conservation, health, food security (agriculture and nutrition), governance, economic development and livelihoods, water supply and sanitation, education, modern energy solutions, forest management and restoration, and climate resilience. Eligible priority countries include Brazil, Colombia, Peru, and South America Regional; Democratic Republic of Congo, Kenya, Madagascar, Tanzania, and Central Africa Regional; Indonesia, Papua New Guinea, Philippines, Vietnam and the Regional Development Mission for Asia. Awards range between US$1 million and US$10 million. The deadline for applications is 15 June 2020.";;;USA;U.S. Agency for International Development;;;;;;;;;;;;;;;15-jun-20;;;;15-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85510;;OABS8779944;;;;;;;;;;;;
1114;;FALSE;FALSE;;;Vencido;-337;Methods development for cryogenic or other long-term preservation and revival of drosophila and zebrafish genetic stocks (R21 Clinical trial not allowed);Research and publications;Biochemistry Genetics and Molecular Biology;;;;;;;https://www.mendeley.com/research-funding/opportunities/300111462;;;;;National Institutes of Health;;;;Commercial Organizations;;;Local or State Governments;;;Up to 275,000 USD;;;;;15-jun-20;;;;15-jun-23;;;;FALSE;https://www.mendeley.com/research-funding/National_Institutes_of_Health;;OABS7389854;;;;;;;;;;;;
1115;;FALSE;FALSE;;;Vencido;-337;PhD Fellowships 2020;;;;;;;;;https://www.dbu.de/2821.html;The German Federal Environmental Foundation (DBU) offers 60 research fellowships per year to young scientists in Germany and internationally across all disciplines of environmental protection. The funding period is 36 months with a monthly stipend of €1,500. DBU welcomes subjects of international importance, although the work has to be done mainly in Germany, and with a clear reference to the German environmental situation. DBU expects good German language skills from all applicants. There are two deadlines for applications (in German): 15 January and 15 June 2020. (Note: Application procedure only in German.);;;Germany;German Federal Environmental Foundation;;;;;;;;;;;;;;;15-jun-20;;;;15-jun-23;;;;FALSE;https://www.terravivagrants.info/grantdetail.php?id=85506;;OABS3540976;;;;;;;;;;;;
1116;4/3/2021;TRUE;TRUE;;;Vencido;-337;Presentar nominaciones para el premio Borlaug Field;Prizes and Awards;Agricultural and Biological Sciences;Conservation;Environmental sciences;Sustainable Development;Human and Social Sciences;;;https://www.worldfoodprize.org/index.cfm?nodeID=87974&audienceID=1;Premio Norman Borlaug a la investigación de campo, que reconocerá los logros excepcionales basados ​​en la ciencia en la agricultura y la producción de alimentos internacionales de una persona menor de 40 años que ha demostrado claramente coraje intelectual, resistencia y determinación en la lucha para eliminar el hambre mundial. y pobreza .;;;usa;Fundación Rockefeller;;;;"persona que esté trabajando estrecha y directamente ""en el campo"" o en el nivel de producción o procesamiento con agricultores, pastores de animales, pescadores u otros en comunidades rurales, en cualquier disciplina o empresa en toda la producción, procesamiento, y cadena de distribución.";;;;;usd;10000;;;;;15-jun-20;;;;15-jun-23;;;;FALSE;;;;;;;;;;;;;;;
1117;7/4/2021;TRUE;TRUE;;;Vencido;-336;Convocatoria de solicitudes: Fondo Internacional para la Diversidad Cultural 2021;Programs and projects;Human and Social Sciences;;;;;;;https://en.unesco.org/creativity/calls/call-applications-international-fund-cultural;Fondo Internacional para la Diversidad Cultural (FIDC). Establecido bajo la Convención de 2005 sobre la Protección y Promoción de la Diversidad de las Expresiones Culturales, el FIDC es un fondo voluntario de múltiples donantes que apoya el surgimiento de sectores culturales dinámicos en los países en desarrollo.;hacer fuertes contribuciones a la economía creativa en los países en desarrollo que son Partes de la Convención de 2005.;;;ONU;;;;instituciones públicas y no gubernamentales organizaciones (ONG);;;;;USD;;;100.000;;;16-jun-20;;;;16-jun-23;;;;FALSE;;;;;;;;;;;;;;;
1118;13/4/2021;TRUE;TRUE;;;Vencido;-336;MIT Solve acepta propuestas para el desafío de seguridad sanitaria y pandemias;Prizes and Awards;Medicine and Health Sciences;;;;;;;https://solve.mit.edu/challenges/2021-health-security-pandemics;soluciones basadas en tecnología que protejan a todas las personas, especialmente a las más desatendidas y en riesgo debido a su raza, etnia, edad, género o ingresos, de los impactos de los brotes de enfermedades.;;;;Instituto de Tecnología de Massachusetts (MIT);;;;individuo, un equipo o una organización .;;;;;usd;10000;;;;;16-jun-20;;;;16-jun-23;;;;FALSE;;;;;;;;;;;;;;;
1119;7/6/2021;TRUE;TRUE;;;Vencido;-336;Presentar solicitudes para el desafío de ecosistemas resilientes;Prizes and Awards;Conservation;Agricultural and Biological Sciences;Earth and Planetary Sciences;;;;;https://solve.mit.edu/challenges/resilient-ecosystems;buscando soluciones basadas en tecnología que ayuden a las comunidades a restaurar, mantener y beneficiarse de ecosistemas resilientes;Preservar y restaurar ecosistemas ricos en carbono y puntos críticos de biodiversidad , ya sean terrestres, costeros o marinos.;;;;;;;;;;;;usd;10000;;;;;16-jun-20;;;;16-jun-23;;;;FALSE;;;;;;;;;;;;;;;
